!File created by NanoVNA
# Hz S RI R 50
 627014028 -0.309438080  0.272496192
 628997996 -0.300139584  0.278310848
 630981964 -0.290914336  0.283395968
 632965932 -0.282296672  0.288729504
 634949900 -0.273160672  0.293509344
 636933868 -0.264029024  0.298371872
 638917836 -0.254544800  0.302892832
 640901804 -0.245637872  0.307551552
 642885772 -0.236360800  0.311388288
 644869739 -0.227100896  0.315518112
 646853707 -0.218172256  0.319621216
 648837675 -0.208605312  0.323680960
 650821643 -0.199291600  0.327493024
 652805611 -0.189774208  0.331142208
 654789579 -0.179168704  0.334351488
 656773547 -0.169247664  0.337692128
 658757515 -0.159193408  0.340304096
 660741483 -0.148972816  0.342902944
 662725451 -0.138620368  0.345252320
 664709419 -0.127764288  0.346956832
 666693387 -0.117790664  0.348915200
 668677355 -0.106892864  0.349943584
 670661323 -0.095970120  0.350645440
 672645291 -0.085492568  0.351028320
 674629259 -0.074716096  0.350935936
 676613226 -0.064055244  0.350203936
 678597194 -0.053656476  0.348846528
 680581162 -0.043579668  0.347490336
 682565130 -0.033920680  0.345337216
 684549098 -0.024765862  0.343171424
 686533066 -0.015757490  0.340803808
 688517034 -0.006912049  0.337810464
 690501002  0.001109143  0.335240160
 692484970  0.008864529  0.332461536
 694468938  0.016788268  0.329499584
 696452906  0.024620708  0.326988096
 698436874  0.032075208  0.323702368
 700420842  0.039320088  0.320649728
 702404810  0.046535364  0.316931328
 704388778  0.052744328  0.313030496
 706372745  0.059058080  0.309319360
 708356713  0.064528464  0.305410336
 710340681  0.069553136  0.301705088
 712324649  0.074790664  0.297914624
 714308617  0.078783416  0.294955776
 716292585  0.083362160  0.290853472
 718276553  0.086940616  0.287946176
 720260521  0.090146328  0.285646016
 722244489  0.092708416  0.283500288
 724228457  0.096266488  0.281222656
 726212425  0.098343712  0.281066336
 728196393  0.101190072  0.280422912
 730180361  0.104747328  0.281123776
 732164329  0.108955496  0.282182528
 734148297  0.113548128  0.282972736
 736132265  0.118951824  0.283345632
 738116232  0.124532952  0.283949824
 740100200  0.130517128  0.284756768
 742084168  0.136541776  0.285012256
 744068136  0.143267344  0.284634304
 746052104  0.149915008  0.284069152
 748036072  0.156492064  0.283831552
 750020040  0.164137232  0.283215904
 752004008  0.170897664  0.281467776
 753987976  0.177600320  0.280777024
 755971944  0.188504512  0.279031296
 757955912  0.191606224  0.276972768
 759939880  0.199145344  0.275035936
 761923848  0.206524800  0.273046560
 763907816  0.213656576  0.270891424
 765891784  0.220632944  0.268012400
 767875752  0.228196752  0.264603968
 769859719  0.234988080  0.261734752
 771843687  0.242097360  0.257819776
 773827655  0.248081520  0.254649936
 775811623  0.254790784  0.250860960
 777795591  0.260829808  0.246999632
 779779559  0.267004224  0.243728496
 781763527  0.272973600  0.239583232
 783747495  0.278923328  0.236666464
 785731463  0.285426912  0.233271824
 787715431  0.291951296  0.229858960
 789699399  0.299475840  0.226077344
 791683367  0.306186304  0.221540208
 793667335  0.312950688  0.217477104
 795651303  0.319943520  0.212771984
 797635271  0.326547328  0.207181520
 799619238  0.333061376  0.201978720
 801603206  0.339546368  0.196351248
 803587174  0.345890272  0.190147072
 805571142  0.351815296  0.184142720
 807555110  0.357693824  0.178089072
 809539078  0.363489760  0.171437776
 811523046  0.369193952  0.164839648
 813507014  0.374263616  0.158742704
 815490982  0.379060352  0.152121024
 817474950  0.383954368  0.145853200
 819458918  0.389365312  0.139276192
 821442886  0.394763424  0.131747600
 823426854  0.399699776  0.125128848
 825410822  0.404673504  0.118295896
 827394790  0.410113408  0.110878536
 829378758  0.415114432  0.102815112
 831362725  0.420757760  0.095373464
 833346693  0.425036608  0.085854488
 835330661  0.430017024  0.076811688
 837314629  0.433900320  0.066655220
 839298597  0.437502240  0.057626812
 841282565  0.441061920  0.047846404
 843266533  0.444591584  0.037717844
 845250501  0.446906176  0.027055790
 847234469  0.448734624  0.016024145
 849218437  0.450211392  0.005694314
 851202405  0.451213056 -0.005046878
 853186373  0.452365920 -0.016018291
 855170341  0.451934688 -0.027170150
 857154309  0.452069248 -0.037463936
 859138277  0.450554144 -0.049250172
 861122244  0.449008384 -0.061137284
 863106212  0.447167584 -0.071760664
 865090180  0.444239232 -0.082998136
 867074148  0.441339680 -0.094018848
 869058116  0.436942784 -0.105361136
 871042084  0.432790208 -0.115940448
 873026052  0.427790624 -0.126061824
 875010020  0.421905472 -0.136314432
 876993988  0.415831040 -0.145878256
 878977956  0.408370176 -0.156374000
 880961924  0.401148832 -0.165455568
 882945892  0.391911552 -0.174148160
 884929860  0.382940096 -0.183094096
 886913828  0.372480704 -0.190044208
 888897796  0.361711360 -0.197202944
 890881764  0.349030112 -0.202941008
 892865731  0.336513088 -0.207162720
 894849699  0.322812320 -0.210394528
 896833667  0.309598016 -0.210805216
 898817635  0.296422592 -0.210397264
 900801603  0.283494656 -0.207475904
 902785571  0.270846048 -0.203587056
 904769539  0.259532160 -0.197837184
 906753507  0.249427008 -0.190445968
 908737475  0.240357872 -0.181813008
 910721443  0.232375152 -0.172419392
 912705411  0.226403760 -0.160640496
 914689379  0.221931200 -0.149012848
 916673347  0.220303392 -0.135804208
 918657315  0.221094016 -0.123218184
 920641283  0.224274224 -0.110285320
 922625251  0.229571936 -0.098436896
 924609218  0.236996400 -0.087757704
 926593186  0.246309984 -0.078580808
 928577154  0.257209248 -0.070989288
 930561122  0.269034560 -0.065493964
 932545090  0.281898048 -0.061446212
 934529058  0.294826400 -0.059967924
 936513026  0.308422144 -0.060473420
 938496994  0.321222560 -0.062441932
 940480962  0.333608448 -0.066593504
 942464930  0.345393376 -0.071269368
 944448898  0.356595008 -0.078196312
 946432866  0.367323520 -0.085913448
 948416834  0.376548480 -0.095337720
 950400802  0.384746304 -0.104739520
 952384770  0.393042048 -0.114616464
 954368737  0.399640128 -0.126013520
 956352705  0.405972064 -0.137094736
 958336673  0.411226336 -0.149194736
 960320641  0.415349280 -0.160946928
 962304609  0.418460160 -0.174384400
 964288577  0.420478688 -0.187707968
 966272545  0.422570880 -0.199962864
 968256513  0.422332064 -0.213850288
 970240481  0.422454688 -0.226745744
 972224449  0.421640448 -0.239777776
 974208417  0.419650304 -0.252709264
 976192385  0.416439936 -0.266078528
 978176353  0.412564096 -0.279293952
 980160321  0.408248992 -0.291264672
 982144289  0.403207872 -0.303180448
 984128257  0.397550528 -0.315342976
 986112224  0.391638624 -0.327298240
 988096192  0.384425984 -0.338526912
 990080160  0.376574080 -0.349881248
 992064128  0.368692864 -0.360617920
 994048096  0.359213088 -0.371534400
 996032064  0.350698208 -0.379896096
 998016032  0.339506656 -0.390482304
1000000000  0.329872000 -0.398547872
